Map,5,"Cathedral",120,100,
Size,100,70,
NameT[0],"Grass",
WallT[0],0,000000FF,"",
DoorT[0],0,000000FF,"","",
FloorT[0],2,32CD32FF,"PNG/FloorTile1.png",
CostT[0],10,100,
NameT[1],"Indoor",
WallT[1],0,000000FF,"",
DoorT[1],0,000000FF,"","",
FloorT[1],2,DEB887FF,"PNG/FloorTile1.png",
CostT[1],10,200,
NameT[2],"Room",
WallT[2],0,000000FF,"",
DoorT[2],0,000000FF,"","",
FloorT[2],2,B5651DFF,"PNG/FloorTile1.png",
CostT[2],10,100,
NameT[3],"Water",
WallT[3],0,000000FF,"",
DoorT[3],0,000000FF,"","",
FloorT[3],0,0000FFFF,"",
CostT[3],40,100,
NameT[4],"Outdoor",
WallT[4],0,000000FF,"",
DoorT[4],0,000000FF,"","",
FloorT[4],0,F5DEB3FF,"",
CostT[4],10,200,
NameT[5],"Thick Wall",
WallT[5],0,000000FF,"",
DoorT[5],0,000000FF,"","",
FloorT[5],0,2F4F4FFF,"",
CostT[5],50,50,
NameT[6],"Lawn",
WallT[6],0,000000FF,"",
DoorT[6],0,000000FF,"","",
FloorT[6],0,7CFC00FF,"",
CostT[6],20,50,
NameT[7],"Wild Vegetation",
WallT[7],0,000000FF,"",
DoorT[7],0,000000FF,"","",
FloorT[7],0,006400FF,"",
CostT[7],20,50,
NameT[8],"Rooftop",
WallT[8],0,000000FF,"",
DoorT[8],0,000000FF,"","",
FloorT[8],0,FF0000FF,"",
CostT[8],20,50,
# ,   0,   1,   2,   3,   4,   5,   6,   7,   8,   9,  10,  11,  12,  13,  14,  15,  16,  17,  18,  19,  20,  21,  22,  23,  24,  25,  26,  27,  28,  29,  30,  31,  32,  33,  34,  35,  36,  37,  38,  39,  40,  41,  42,  43,  44,  45,  46,  47,  48,  49,  50,  51,  52,  53,  54,  55,  56,  57,  58,  59,  60,  61,  62,  63,  64,  65,  66,  67,  68,  69,  70,  71,  72,  73,  74,  75,  76,  77,  78,  79,  80,  81,  82,  83,  84,  85,  86,  87,  88,  89,  90,  91,  92,  93,  94,  95,  96,  97,  98,  99
 0,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX,XXXX
11,XXXX,XXXX,XXXX,XXXX,0000,0000,0000,0202,0808,0000,0000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0100,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1101,1101,1001,1003,500B,1008,1000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,1000,1002,500A,1008,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1002,4008,4002,400A,0008,0000,0002,400A,4008,4000,4002,1008,7000,XXXX,XXXX,XXXX,XXXX
12,XXXX,XXXX,XXXX,XXXX,0000,0000,0000,0202,0808,0000,0000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,1000,1000,1002,500A,1008,1000,7000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,7000,1000,1002,500A,1008,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1002,4008,4002,400A,0008,0000,0002,400A,4008,4000,4002,1008,7000,XXXX,XXXX,XXXX,XXXX
13,XXXX,XXXX,XXXX,XXXX,0000,0000,0000,0202,0808,0000,0000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0202,1808,1002,500E,1008,1000,7000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,7000,1000,1002,500E,1008,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1002,400C,4002,400A,000C,0004,0006,400A,4008,4000,4002,1008,7000,XXXX,XXXX,XXXX,XXXX
14,XXXX,XXXX,XXXX,XXXX,0000,0000,0000,0202,0808,0000,0000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0202,1808,1202,580D,1000,1000,7000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,7000,1000,1022,108D,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1002,500F,400E,400C,4005,4005,4005,4002,4008,4000,4002,1008,7000,XXXX,XXXX,XXXX,XXXX
15,XXXX,XXXX,XXXX,XXXX,0000,0000,0000,0202,0808,0000,0000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0202,0808,0202,580D,1000,1000,7000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,7000,1000,1002,500B,1008,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1002,0009,0001,0001,0001,0001,0003,400A,4008,4000,4002,1008,7000,XXXX,XXXX,XXXX,XXXX
16,XXXX,XXXX,XXXX,XXXX,1000,0000,0000,0202,0808,0000,0000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0404,0404,0606,0808,0202,580D,1000,1000,7000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,7000,1000,1002,500A,1008,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1002,0008,0000,0000,0000,0000,0002,400A,4008,4000,4002,1008,7000,XXXX,XXXX,XXXX,XXXX
17,XXXX,XXXX,XXXX,XXXX,1004,1000,0000,0202,0808,0000,0000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0101,0101,0101,0000,0002,500B,1008,1000,7000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,7000,1000,1002,500A,1008,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1002,000C,0000,0000,0000,0000,0002,400A,4008,4000,4002,1008,7000,XXXX,XXXX,XXXX,XXXX
18,XXXX,XXXX,XXXX,XXXX,7003,100C,1000,0202,0808,0000,0000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0004,0004,0004,0004,0004,0004,0004,0004,0006,500A,1008,1000,7000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,7000,1000,1002,500A,1008,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1003,000C,0000,0000,0000,0022,4088,4000,4000,4002,1008,7000,XXXX,XXXX,XXXX,XXXX
19,XXXX,XXXX,XXXX,XXXX,7000,7003,100C,1202,0808,0000,0000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0002,5009,5005,5005,5005,5005,5005,5005,5005,5005,5002,1008,1000,7000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,7000,1000,1002,500E,1008,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1006,100C,1003,000C,0004,0004,0006,400E,400C,4004,4006,1008,7000,XXXX,XXXX,XXXX,XXXX
20,XXXX,XXXX,XXXX,XXXX,7000,7000,7003,100C,1000,0000,0000,1000,0000,0000,0000,0000,0000,0000,0000,0000,1000,0404,0404,0404,0404,0004,0404,0404,0404,0404,0406,500A,1009,1001,1001,1001,1001,1001,1001,1003,500A,1008,1000,7000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,7000,1000,1002,200B,1008,1005,1005,1003,500D,5005,5005,5005,5005,5005,5005,5005,5005,5005,5005,5005,5005,5005,5005,5005,5007,100A,2009,2003,1009,1405,1405,1405,1405,1003,1008,7000,XXXX,XXXX,XXXX,XXXX
21,XXXX,XXXX,XXXX,XXXX,7000,7000,7000,7003,100C,1000,1404,1404,0000,0000,0000,0000,0000,0000,0000,0000,1000,0101,0101,0101,0101,0001,0101,0101,0101,0101,0103,500A,1008,1000,1000,1000,1000,1000,1000,1002,500A,1008,1000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,1000,1002,1008,1000,1001,1003,1008,1001,1001,1001,1001,1003,8009,8001,8001,8001,8001,8003,0009,0001,0001,0003,4009,4003,102A,208C,2006,220A,4909,4101,4101,4303,180A,1008,7000,XXXX,XXXX,XXXX,XXXX
22,XXXX,XXXX,XXXX,XXXX,7000,7000,7000,7000,7003,100C,1303,0D0D,0404,0000,0000,0000,0000,0000,0000,0000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0002,500A,1008,1000,1000,1000,1000,1000,1000,1002,500A,1008,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1002,1008,1000,1000,1002,1008,1000,1000,1000,1000,1002,8008,8000,8000,8000,8000,8002,0008,0000,0000,0002,4008,4002,420A,4809,2405,2606,4808,4000,4000,4202,180A,1008,7000,XXXX,XXXX,XXXX,XXXX
23,XXXX,XXXX,XXXX,XXXX,7000,7000,7000,7000,7000,7003,100C,1101,1303,0C0C,0404,0404,0404,0404,0404,0404,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0002,500A,1008,1000,1000,1000,1000,1000,1000,1002,500A,104C,1004,1004,1004,1004,1004,1004,1004,1004,1000,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1006,1008,1000,1000,1002,1008,1000,1000,1000,1000,1002,8008,8000,8000,8000,8000,8002,0008,0000,0000,0002,4008,4002,420A,4808,4101,4101,4000,4000,4000,4202,180A,1008,7000,XXXX,XXXX,XXXX,XXXX
24,XXXX,XXXX,XXXX,XXXX,7000,7000,7000,7000,7000,7000,7003,100C,1000,1101,1101,1101,1101,1101,1101,1101,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0002,500A,1008,1000,1000,1000,1000,1404,1404,1002,500E,401B,500D,5005,5005,5005,5005,5001,5005,5007,104E,500D,5005,5005,5003,4009,4001,4001,4001,4001,4001,4001,4003,100C,1004,1004,1006,100C,1004,1004,1004,1004,1006,800C,8004,8004,8004,8004,8006,000C,0004,0004,0002,4008,4002,420A,4808,4000,4000,4000,4000,4000,4202,180A,1008,7000,XXXX,XXXX,XXXX,XXXX
25,XXXX,XXXX,XXXX,XXXX,7000,7000,7000,7000,7000,7000,7000,7003,100C,1004,1004,1004,1004,1004,1004,1004,1004,0004,0004,0004,0004,0004,0004,0004,0004,0004,0006,500A,100C,1004,1004,1004,1206,290D,2105,1044,1027,4088,4001,4001,4001,4001,4003,500A,1009,1001,1011,1001,1001,1003,500A,400C,4000,4000,4000,4004,4000,4000,4004,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,2005,2005,4005,2005,2005,2005,2005,4002,4008,4002,420A,4808,4000,4000,4000,4000,4000,4202,180A,1008,7000,XXXX,XXXX,XXXX,XXXX
26,XXXX,XXXX,XXXX,XXXX,7000,7000,7000,7000,7000,7000,7000,7000,7003,4009,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4003,500A,1009,1001,1001,1001,1001,1001,1001,1013,500B,4008,4000,4000,4000,4000,4002,500A,1008,1000,1000,1000,1000,1002,500C,5003,400C,4000,4002,500B,4008,4002,500B,4008,4000,4000,4004,4000,4004,4000,4000,4000,4000,4000,4000,4001,4001,4001,4001,4001,4001,4003,200A,4008,4002,420A,4808,4000,4000,4000,4000,4000,4202,180A,1008,7000,XXXX,XXXX,XXXX,XXXX
27,XXXX,XXXX,XXXX,XXXX,7000,7000,7000,7000,7000,7000,7000,7000,7002,4008,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4002,500A,1008,1000,1000,1000,1000,1000,1000,1002,500A,4008,4000,4000,4000,4000,4002,500A,1008,1000,1000,1000,1000,1000,1003,500C,5003,400C,4006,500A,400C,4006,500A,400C,4004,4006,500B,400E,500B,400C,4000,4000,4000,4000,4000,4000,0000,0000,0000,0000,0000,4002,200A,4008,4002,420A,4808,4000,4000,4000,4000,4000,4202,180A,1008,7000,XXXX,XXXX,XXXX,XXXX
28,XXXX,XXXX,XXXX,XXXX,7000,7000,7000,7000,7000,7000,7000,7000,7002,4008,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4002,500A,1008,1000,1000,1000,1000,1000,1000,1002,500E,4008,4000,4000,4000,4000,4002,500A,1008,1000,1000,1000,1000,1000,1000,1003,5008,5005,5005,5000,5005,5005,5004,5005,5005,5001,5004,5005,5004,5003,400C,4000,4000,4000,4000,4000,0000,0000,0000,0000,0000,4002,200A,4008,4002,420A,4C0C,4000,4000,4404,4404,4000,4202,180A,1008,7000,XXXX,XXXX,XXXX,XXXX
29,XXXX,XXXX,XXXX,XXXX,7000,7000,7000,7000,7000,7000,7000,7000,7002,4008,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4002,500A,1008,1000,1000,1000,1000,1000,1000,1000,1027,4088,4000,4000,4000,4000,4002,500A,1008,1000,1000,1000,1000,1000,1000,1006,500A,1009,1003,500A,1009,1001,1001,1001,1003,500A,1009,1001,1003,5008,5007,4008,4000,4000,4000,4000,0000,0000,0000,0000,0000,4002,200A,4008,4002,4008,4303,2C0C,2606,4909,4303,4808,4202,180A,1008,7000,XXXX,XXXX,XXXX,XXXX
30,XXXX,XXXX,XXXX,XXXX,7000,7000,7000,7000,7000,7000,7000,7000,7002,4008,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4002,500A,1008,1000,1000,1000,1000,1000,1000,1002,500B,440C,4404,4404,4000,4000,4006,500A,1008,1000,1000,1000,1000,1000,1006,500D,5006,1008,1006,500E,1008,1004,1004,1000,1006,500E,1008,1000,1002,500A,4009,4004,4000,4000,4000,4000,0000,0000,0000,0000,0000,4002,200A,4008,4002,400C,4004,4105,4105,4000,4606,4808,4202,180A,1008,7000,XXXX,XXXX,XXXX,XXXX
31,XXXX,XXXX,XXXX,XXXX,7000,7004,7004,7004,7000,7000,7000,7000,7002,4008,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4002,500A,100C,1004,1004,1004,1004,1004,1004,1006,500E,210D,2105,2105,4000,4006,5009,5002,1008,1000,1000,1000,1000,1002,5009,5003,1009,1002,5009,5003,100A,5009,5003,100A,5009,5003,1008,1000,1002,500A,400E,500F,4008,4000,4004,4000,0000,0000,0000,0000,0000,4002,200A,4008,4002,1009,1001,1001,1003,420A,4909,4000,4202,180A,1008,7000,XXXX,XXXX,XXXX,XXXX
32,XXXX,XXXX,XXXX,XXXX,7002,4009,4001,4003,700C,7004,7004,7004,7006,4008,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4002,5008,5007,540F,500D,5005,5007,540F,500D,5005,5007,540F,500D,5007,404E,500D,5004,5006,1008,1000,1000,1000,1000,1002,500C,5006,1008,1002,500C,5006,100A,500C,5006,100A,500C,5006,1008,1000,1006,500C,5003,400D,4004,4006,500F,4008,0000,0000,0000,0000,0000,4002,200A,4008,4002,1008,1000,1000,1002,420A,4808,4000,4202,180A,1008,7000,XXXX,XXXX,XXXX,XXXX
33,XXXX,XXXX,XXXX,XXXX,7002,4008,4000,4000,4001,4001,4001,4001,4001,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4002,500E,1009,1101,1001,1001,1001,1101,1001,1203,2C0D,2505,2405,1001,1011,1001,1001,1001,1000,1000,1000,1000,1000,1000,1001,1001,1000,1000,1001,1001,1000,1001,1001,1000,1001,1001,1000,1002,5009,5003,500C,5005,5005,5003,4009,4000,0000,0000,0000,0000,0000,4002,200A,4008,4002,100C,1004,1000,1002,420A,4808,4000,4202,180A,1008,7000,XXXX,XXXX,XXXX,XXXX
34,XXXX,XXXX,XXXX,XXXX,7002,400C,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4027,1088,1000,1000,1000,1000,1000,1000,1000,1101,1101,1101,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1002,500C,5006,1009,1001,1003,500A,4008,4004,0000,0004,0000,0000,0000,4002,4008,4000,4002,2009,2003,100C,1046,420A,4C0C,4404,4606,180A,1008,7000,XXXX,XXXX,XXXX,XXXX
