14,0000,0000,1000,1002,2009,2001,2001,2001,2003,2009,2001,2001,2001,2003,3009,3001,3001,3001,3001,3001,3201,1800,1000,0202,2C0C,0504,0424,2383,0C0C,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000
15,0000,0000,1000,1002,2008,2000,2000,2000,2002,2008,2000,2000,2000,2002,3008,3000,3000,3000,3000,3000,3200,1800,1000,0202,2909,0101,0303,0C0C,2303,0808,0404,0000,0000,0404,0000,0404,0404,0404,0000,0000,0000,0404,0404,0404,0000,0000,0404,0404,0000,0000,0000,0404,0404,0000,0000,0404,0404,0404,0000,0000,0000,1000,1000,0000
16,0000,0000,1000,1002,2008,2000,2000,2000,2002,2008,2000,2000,2000,2002,3008,3000,3000,3000,3000,3000,3200,1800,1000,0202,2808,0000,0000,0303,2A0A,0A0A,2B0B,0808,0202,2B0B,0A0A,2909,2525,2383,0C0C,0000,0606,2D4D,2505,2303,0808,0606,2909,2303,0C0C,0000,0606,2909,2303,0C0C,0202,2909,2505,2303,0C0C,0000,0000,1000,1000,0000
17,0000,0000,1000,1002,200C,2004,2044,2004,2006,200C,2044,2004,2004,2006,3008,3000,3000,3000,3000,3000,3200,1800,1000,0202,2848,0404,0404,0606,2A2A,0A8A,2A0A,0808,0202,2A0A,0A0A,2A0A,0B0B,0C0C,2343,0A0A,2F2B,0999,0303,2A0A,0A0A,2B2B,0C8C,0626,2B8B,0A0A,2909,0000,0000,2303,0A0A,2A0A,0B0B,0C0C,2303,0808,0000,1000,1000,0000
18,0000,0000,1000,1002,200D,2005,2015,2005,2045,2005,2015,2005,2005,2003,3008,3000,3000,3000,3000,3000,3200,1800,1000,0202,2818,0101,0303,0909,2606,0A0A,2A0A,0C0C,0606,2828,0282,2A0A,0808,0303,2838,00A0,2382,0808,0202,2828,00A0,2080,2505,2505,2424,00A0,2080,0000,0000,2020,00A0,2282,0808,0303,2828,0080,0000,1000,1000,0000
19,0000,0000,1000,1002,2009,2001,2001,2001,2011,2003,2009,2001,2023,208A,3008,3000,3000,3000,3000,3000,3200,1800,1000,0202,2808,0000,0020,2686,0909,0202,2E2E,0989,0323,2E8E,0A0A,2A0A,0808,0202,2A0A,0A0A,2E2E,0CCC,0606,2A0A,0A0A,2C2C,0383,0D0D,0505,0202,2C0C,0000,0000,2606,0A0A,2A0A,0808,0202,2A0A,0808,0000,1000,1000,0000
20,0000,0000,1000,1022,2088,2000,2000,2000,2000,2002,2008,2000,2002,200A,3008,3000,3000,3000,3000,3000,3200,1800,1000,0202,2C0C,2404,2606,0909,0000,0000,0303,2C0C,2606,0909,0202,2E0E,0808,0202,2E0E,0808,0303,2D1D,2505,2202,0808,0303,2C0C,2505,2707,0808,0303,2C0C,2606,0909,0202,2E0E,0808,0202,2E0E,0808,0000,1000,1000,0000
21,0000,0000,1000,1002,2008,2000,2000,2000,2002,200A,200C,2004,2006,200A,3008,3000,3000,3000,3000,3000,3200,1800,1000,0000,0101,0101,0101,0000,0000,0000,0000,0101,0101,0000,0000,0101,0000,0000,0101,0000,0000,0101,0707,2A0A,0808,0000,0101,0101,0101,0000,0000,0101,0101,0000,0000,0101,0000,0000,0101,0000,0000,1000,1000,0000
22,0000,0000,1000,1002,2008,2000,2000,2000,2002,200A,2009,2001,2003,200A,3008,3000,3000,3000,3000,3000,3200,1800,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0606,0909,2606,0808,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000
23,0000,0000,1000,1002,2008,2000,2000,2000,2002,200A,2008,2000,2022,208A,3008,3000,3000,3000,3000,3000,3200,1800,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0202,2D0D,2606,0909,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,1000,1000,1000,0000
24,0000,0000,1000,1002,2008,2000,2000,2000,2002,200A,200C,2004,2006,200A,3008,3000,3000,3000,3000,3000,3200,1800,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0101,0101,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,1000,1000,1000,0000
25,0000,0000,1000,1002,2008,2000,2000,2000,2002,200A,2009,2001,2003,200A,3008,3000,3004,3004,3004,3000,3200,1800,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
26,0000,0000,1000,1022,2088,2000,2000,2000,2000,2002,2008,2000,2002,200A,3008,3006,2009,2001,2003,300C,3200,1800,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
27,0000,0000,1000,1002,200C,2004,2004,2004,2044,2006,200C,2044,2006,200A,300A,2009,2000,2000,2000,2003,3608,1800,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
28,0000,0000,1000,1002,2009,2001,2001,2023,209D,2005,2045,2015,2027,208A,300A,2008,2000,2000,2000,2022,1588,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
29,0000,0000,1000,1002,2008,2000,2000,2000,2003,2009,2011,2001,2003,200A,300A,200C,2000,2000,2000,2006,3308,1800,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
30,0000,0000,1000,1002,2008,2000,2000,2000,2002,2008,2000,2000,2002,200A,3008,3003,200C,2004,2006,3009,3200,1800,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
31,0000,0000,1000,1002,200C,2004,2004,2004,2006,200C,2004,2004,2006,204E,3408,3400,3401,3401,3401,3400,3600,1800,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
32,0000,0000,1000,1000,1001,1001,1001,1001,1001,1001,1001,1001,1001,1011,1100,1100,1100,1100,1100,1100,1100,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
33,0000,0000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1400,1400,1400,1400,1400,1400,1400,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
34,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0200,3900,3100,3100,3100,3100,3100,3300,1800,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
35,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0200,3800,3000,3000,3000,3000,3000,3200,1800,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
36,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0200,3C00,3000,3000,3000,3000,3000,3200,1800,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
37,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0300,3800,3000,3000,3000,3000,3600,1800,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
38,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0200,3C00,3000,3000,3000,3200,1900,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
39,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0300,3C00,3000,3000,3200,1800,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
40,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0300,3C00,3400,3600,1800,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
41,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0100,0100,1100,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
42,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
43,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
44,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
45,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
46,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
47,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
48,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
49,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
50,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
51,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
52,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,1000,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
53,0000,0000,1000,1000,0000,0000,0000,0000,0000,1000,1000,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
54,0000,0000,1000,1000,0000,0000,1000,1000,1000,1000,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
55,0000,0000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
56,0000,0000,1000,1000,1000,1000,1000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
57,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0000,0000,0000,0000
58,0000,0000,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1000,0004,0004,0004,0004
59,0004,0004,1004,1044,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,1002,2009,2001,2001,2003
60,2009,2001,2001,2033,1088,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1022,2088,2000,2000,2002
61,2008,2000,2000,2002,1008,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1022,2088,2000,2000,2002
62,2008,2000,2000,2002,0008,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0002,2008,2000,2000,2002
63,200C,2004,2004,2006,0008,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0002,200C,2004,2004,2006
